0,0.027402,0,0,0,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.05,0.027402,0,0,22.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.1,0.027402,0,0,45.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.15,0.027402,0,0,68.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.2,0.027402,0,0,91.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.25,0.027402,0,0,114,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.3,0.027402,0,0,136.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.35,0.027402,0,0,159.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.4,0.027402,0,0,182.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.45,0.027402,0,0,205.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.5,0.027402,0,0,228,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.55,0.027402,0,0,250.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.6,0.027402,0,0,273.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.65,0.027402,0,0,296.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.7,0.027402,0,0,319.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.75,0.027402,0,0,342,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.8,0.027402,0,0,364.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.85,0.027402,0,0,387.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.9,0.027402,0,0,410.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
0.95,0.027402,0,0,433.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1,0.027402,0,0,456,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.05,0.027402,0,0,478.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.1,0.027402,0,0,501.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.15,0.027402,0,0,524.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.2,0.027402,0,0,547.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.25,0.027402,0,0,570,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.3,0.027402,0,0,592.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.35,0.027402,0,0,615.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.4,0.027402,0,0,638.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.45,0.027402,0,0,661.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.5,0.027402,0,0,684,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.55,0.027402,0,0,706.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.6,0.027402,0,0,729.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.65,0.027402,0,0,752.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.7,0.027402,0,0,775.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.75,0.027402,0,0,798,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.8,0.027402,0,0,820.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.85,0.027402,0,0,843.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.9,0.027402,0,0,866.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
1.95,0.027402,0,0,889.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2,0.027402,0,0,912,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.05,0.027402,0,0,934.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.1,0.027402,0,0,957.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.15,0.027402,0,0,980.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.2,0.027402,0,0,1003.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.25,0.027402,0,0,1026,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.3,0.027402,0,0,1048.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.35,0.027402,0,0,1071.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.4,0.027402,0,0,1094.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.45,0.027402,0,0,1117.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.5,0.027402,0,0,1140,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.55,0.027402,0,0,1162.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.6,0.027402,0,0,1185.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.65,0.027402,0,0,1208.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.7,0.027402,0,0,1231.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.75,0.027402,0,0,1254,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.8,0.027402,0,0,1276.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.85,0.027402,0,0,1299.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.9,0.027402,0,0,1322.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
2.95,0.027402,0,0,1345.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3,0.027402,0,0,1368,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.05,0.027402,0,0,1390.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.1,0.027402,0,0,1413.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.15,0.027402,0,0,1436.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.2,0.027402,0,0,1459.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.25,0.027402,0,0,1482,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.3,0.027402,0,0,1504.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.35,0.027402,0,0,1527.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.4,0.027402,0,0,1550.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.45,0.027402,0,0,1573.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.5,0.027402,0,0,1596,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.55,0.027402,0,0,1618.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.6,0.027402,0,0,1641.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.65,0.027402,0,0,1664.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.7,0.027402,0,0,1687.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.75,0.027402,0,0,1710,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.8,0.027402,0,0,1732.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.85,0.027402,0,0,1755.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.9,0.027402,0,0,1778.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
3.95,0.027402,0,0,1801.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4,0.027402,0,0,1824,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.05,0.027402,0,0,1846.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.1,0.027402,0,0,1869.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.15,0.027402,0,0,1892.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.2,0.027402,0,0,1915.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.25,0.027402,0,0,1938,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.3,0.027402,0,0,1960.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.35,0.027402,0,0,1983.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.4,0.027402,0,0,2006.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.45,0.027402,0,0,2029.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.5,0.027402,0,0,2052,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.55,0.027402,0,0,2074.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.6,0.027402,0,0,2097.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.65,0.027402,0,0,2120.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.7,0.027402,0,0,2143.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.75,0.027402,0,0,2166,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.8,0.027402,0,0,2188.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.85,0.027402,0,0,2211.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.9,0.027402,0,0,2234.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
4.95,0.027402,0,0,2257.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
5,0.027402,0,0,2280,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
5.05,0.027402,0,0,2302.8,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
5.1,0.027402,0,0,2325.6,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
5.15,0.027402,0,0,2348.4,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
5.2,0.027402,0,0,2371.2,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
5.25,0.027402,0,0,2394,0,-30000,455.74,0,15.543,1.9533,0,0,0.034092,0
